Esperanto,Japanese_Trans,Chinese_Trans,Korean_Trans,Level_JP,Level_CN,Level_JP_Num,Level_JP_Scaled,Unified_Level
poŝto,"{Ｂ}郵便, 郵便事業; 【史】駅馬車",邮政，邮政事业；邮递；（旧）驿车,"우편, 우편 사업; (역사) 역마차",A,5.0,1.0,2.54,3.77
pra-,"{Ｂ}［接頭辞］（遠い血縁・原始を示す）, >>〜avo, >>〜historio",表远亲；远古，原始,"먼 조상, 원시를 뜻하는 접두사",B,9.0,2.0,5.67,7.33
praktiko,"{Ｂ}実践, 実行, 実用, ><〜",实践，实行；实际运用,"실천, 실행, 실용; (이론에 대립하는) 실제 적용",B,6.0,2.0,5.67,5.83
prava,"{Ｂ}正当な, 正しい, 道理にかなった, もっともな",有理的，正确的；正当的,"옳은, 정당한",B,4.0,2.0,5.67,4.83
preciza,"{Ｂ}精密な, 正確な, 明確な, 的確な",精确，精密，确切,매우 정확하고 정밀한,B,6.0,2.0,5.67,5.83
preferi,"{Ｂ}［他］（～よりも）～の方を好む, むしろ～を選ぶ",宁愿，更喜欢,다른 것보다 더 좋아하다,B,5.0,2.0,5.67,5.33
prelegi,{Ｂ}［自］講演する,讲课，（知识性的）演讲、报告,"강연하다, 강의하다",B,9.0,2.0,5.67,7.33
premi,"{Ｂ}［他］押える, 押す, 圧迫する, 握り締める; 《転》圧力を加える, 抑圧する, 苦しめる",压，挤；压迫,"누르다, 쥐어짜다, 압박하다; (비유) 억압하고 괴롭히다",A,3.0,1.0,2.54,2.77
premio,"{Ｂ}賞, 賞品, 賞金; 景品",奖，奖品；奖金,"상, 상금, 상품; 경품",B,6.0,2.0,5.67,5.83
preni,"{Ｂ}［他］手に取る, つかむ; 取りあげる, 奪い取る; 取る, 得る, 選ぶ; 受け取る, 受け入れる; ～を～と見なす, 取り違える",拿；取；接受；选择；采用；把…当作,"손에 쥐다, 잡다; 취하다, 빼앗다; 얻다, 고르다; 받아들이다; …으로 여기다, 혼동하다",A,2.0,1.0,2.54,2.27
prepari,"{Ｂ}［他］準備する, 用意する, 支度する; 【薬】調合する; 【情】（ディスクを）初期化する, フォーマットする; 覚悟をさせる, 心構えをさせる, >>pretigi",准备；调制；（计算机）格式化；使有心理准备,"준비하다, 마련하다; (약학) 조제하다; (정보) 포맷하다; 각오하게 하다",B,5.0,2.0,5.67,5.33
presi,"{Ｂ}［他］印刷する; 【情】印字する, プリントする",印刷；付印,인쇄하다,B,6.0,2.0,5.67,5.83
preskaŭ,{Ｂ}［副］ほとんど～; ～同然に,几乎，差不多,"거의, …나 다름없이",A,1.0,1.0,2.54,1.77
preta,"{Ｂ}用意の整った, 準備のできた; 即応できる; 覚悟のできた, 喜んで～する",准备好的；随时可应对的；乐意…的,"준비가 된, 채비를 마친; 즉각 대응할 수 있는; 기꺼이 …할 준비가 된",A,4.0,1.0,2.54,3.27
preteksto,"{Ｂ}口実, 言い訳, 名目",借口，托词,"핑계, 구실",C,8.0,3.0,8.79,8.4
pretendi,"{Ｂ}［他］（権利として）要求する, 主張する, 言い張る; 自称する, うぬぼれて主張する",要求，声称；自称，自诩,"요구하다, 주장하다; 자칭하다, 허세 부려 주장하다",C,8.0,3.0,8.79,8.4
preter,"{Ｂ}［前］～のそばを通って, ～を素通りして",从…旁经过；擦身而过，不停留,"곁을 지나가다, 지나치다",B,1.0,2.0,5.67,3.33
prezenti,"{Ｂ}［他］差し出す, 見せる, 提示する, 提出する; 紹介する; 思い描く; 描き出す; 上演する, 上映する; （様相を）呈する, 示す",提交；出示；呈现；介绍；描写；演出,"내보이다, 제시하다, 제출하다; 소개하다; 마음에 그리다, 묘사하다; 상연하다, 상영하다; (양상을) 드러내다",A,3.0,1.0,2.54,2.77
prezidi,"{Ｂ}［他］議長を務める, 司会する; 主宰する",主持，做主席,회의나 모임을 주재하다,B,7.0,2.0,5.67,6.33
prezo,"{Ｂ}価格, 値段, 定価",价格,"가격, 값",B,6.0,2.0,5.67,5.83
preĝi,"{Ｂ}［自］【宗】（神などに）祈る, 祈願する",祈祷，祷告,신에게 기도하다,B,6.0,2.0,5.67,5.83
pri,"{Ｂ}［前］～について, ～に関して",关于,"…에 관하여, …에 대하여",A,1.0,1.0,2.54,1.77
principo,"{Ｂ}原理, 原則; 根源, 本源; 主義, 行動指針, 方針",原理，原则；本源，根源；主义，行动方针,"원리, 원칙; 근원, 본원; 주의, 행동 방침",C,9.0,3.0,8.79,8.9
princo,"{Ｂ}（小国の）君主, 公; 王子, 皇子, =reĝido; （公爵は別語）, >>duko; 《転》第一人者",君主，诸侯；王子，亲王，王侯；（转）首屈一指的人物,"군주(소국의), 왕자; (비유) 제일인자",C,9.0,3.0,8.79,8.9
printempo,{Ｂ}春,春天,봄,A,4.0,1.0,2.54,3.27
privata,"{Ｂ}私的な, 私の, 非公式な; 私立の, 私有の",非官方的；不公开的，私人的，私有,"사적인, 개인의; 비공식의; 사유의",B,7.0,2.0,5.67,6.33
pro,"{Ｂ}［前］～のせいで, ～のために（原因）; ～の代価として, ～と引き換えに",由于，因为；出于；作为…的代价/交换,"…때문에; …의 이유로; …의 대가로, …와 맞바꾸어",A,1.0,1.0,2.54,1.77
probabla,"{Ｂ}ありそうな, 確からしい, もっともらしい, 公算の高い",很可能的；大概的；似乎可信的,"그럴듯한, 가능성이 큰",C,8.0,3.0,8.79,8.4
problemo,"{Ｂ}問題, 課題; 難問, 難題, 厄介な事",问题；难题；课题,"해결해야 할 문제, 과제",B,8.0,2.0,5.67,6.83
procedi,"{Ｂ}［自］一定の方法で進める, 処置する, 手順を踏む",按一定方法行事，处理，进行,"일정한 방법으로 처리하다, 진행하다",C,8.0,3.0,8.79,8.4
procento,"{Ｂ}パーセント, =elcento; 利率, 利回り; 利息, 利子, =〜",百分比；百分之…；年息，利率,"퍼센트, 백분율; 이자율, 수익률; 이자",B,9.0,2.0,5.67,7.33
proceso,"{Ｂ}【法】訴訟; 過程, プロセス",诉讼；过程，进程,"소송, 재판; 과정, 프로세스",C,8.0,3.0,8.79,8.4
profesio,"{Ｂ}職業, 本職",职业,"직업, 본업",B,8.0,2.0,5.67,6.83
profesoro,{Ｂ}（大学・高等教育機関の）教授（人）,教授,대학 등에서 가르치는 교수,C,9.0,3.0,8.79,8.9
profito,"{Ｂ}利益, もうけ, 利得, 利潤; 益, 得, 利便, 利点",利益，利润，利得；益处，好处,"이익, 이윤; 이점, 득이 됨",B,8.0,2.0,5.67,6.83
profunda,"{Ｂ}深い, 底の深い, 奥深い; 深部に達する, 深々とした; 《転》深遠な, 深層の; 深刻な, 根深い, 極度の",深，深刻，深远，深沉,"깊은, 심도가 있는; (사상·감정이) 심오한; (문제 등이) 심각하고 뿌리 깊은",B,4.0,2.0,5.67,4.83
programo,"{Ｂ}プログラム, 演目, 式次第, 番組; 日程, 予定; 学習計画, 授業計画; 【政】綱領; 【情】プログラム",节目单，程序表；日程，议程；纲要，计划；（计算机）程序,"프로그램, 순서표; 진행 순서, 일정; 학습·수업 계획; (정치) 강령; (정보) 프로그램",C,9.0,3.0,8.79,8.9
progresi,"{Ｂ}［自］進歩する, 向上する, 上達する; 進行する, 前進する",进步，发展；前进，推进,"발전하다, 앞으로 나아가다",B,6.0,2.0,5.67,5.83
projekto,"{Ｂ}計画（プロジェクト）, 企画; 案, 草案, 議案; 【機】設計図",打算，设想，计划；方案，草案；（工程）设计资料、设计图,"계획, 기획; 안, 초안; 설계도",C,9.0,3.0,8.79,8.9
prokrasti,"{Ｂ}［他］延期する, 延ばす, 遅らせる",推迟，延期，拖延,일을 뒤로 미루다,C,8.0,3.0,8.79,8.4
proksima,"{Ｂ}（空間的・時間的に）近い, 近接した; （関係・意味などが）近い",近的，邻近的，接近的（空间/时间）；（关系、意义等）接近的,"가까운, 근접한; (시간적으로) 가까운; (관계·의미상) 가까운",A,2.0,1.0,2.54,2.27
promeni,"{Ｂ}［自］散歩する, 散策する",散步，溜达,산책하다,B,5.0,2.0,5.67,5.33
promesi,"{Ｂ}［他］約束する, （物を）与えることを約束する; 期待させる, 請け合う, 予想させる",答应，许诺；有…希望，预示…,약속하다; (결과를) 기대하게 하다,B,5.0,2.0,5.67,5.33
pronomo,{Ｂ}【Ｇ】代名詞,代词,대명사,C,9.0,3.0,8.79,8.9
prononci,"{Ｂ}［他］発音する, >>elparoli",发音；读出（词语）,"발음하다, 소리 내어 말하다",B,9.0,2.0,5.67,7.33
proponi,"{Ｂ}［他］提案する, 申し出る; 提供する, 差し出す",建议，提议；提供，推荐,"제안하다, 권하다; 제공하다, 내놓다",B,9.0,2.0,5.67,7.33
propra,"{Ｂ}固有の, 特有の, 独自の, 本来の; 自分自身の",特有的；自己的,"고유한, 특유한, 본래의; 자기 자신의",A,3.0,1.0,2.54,2.77
prosperi,"{Ｂ}［自］栄えている, 繁栄している, 繁盛している, 繁茂している; うまくいく, 成功する, >>〜",繁荣，兴旺；顺利，成功；（植物）茂盛,"번창하다, 번영하다, 번성하다; 잘되다, 성공하다; 무성하게 자라다",C,9.0,3.0,8.79,8.9
protekti,"{Ｂ}［他］保護する, 庇護する, 守る; （高位者が）後援する, 肩入れする",保护，庇护；扶持，支持,"보호하다, 지켜 주다; (윗사람이) 후원하다, 비호하다",C,7.0,3.0,8.79,7.9
protesti,"{Ｂ}［自］抗議する, 異議を唱える, 反対を表明する; ［他］【商】（手形の）不払いを公的に証明する",抗议，提出异议，反对；（商）依法证明汇票未获付款,항의하거나 반대의 뜻을 나타내다; (상업) 어음의 미지급을 공식 증명하다,B,7.0,2.0,5.67,6.33
proverbo,"{Ｂ}ことわざ（諺）, 格言",谚语,"속담, 격언",C,9.0,3.0,8.79,8.9
provi,"{Ｂ}［他］試す, 試用する, 使ってみる; 試験する, 検証する; 試みる, やってみる",试，尝试；试用，试验，检验,"시험해 보다, 사용해 보다; 시도해 보다",A,3.0,1.0,2.54,2.77
provinco,"{Ｂ}（国の行政区画としての）州; （中国の）省; （首都に対して）地方, いなか",州，省（省份）；地方（相对首都）,"주, 성(省); (수도 대비) 지방",C,9.0,3.0,8.79,8.9
prozo,"{Ｂ}散文, 散文体",散文,"산문, 산문체",C,8.0,3.0,8.79,8.4
prudenta,"{Ｂ}良識的な, 賢明な, 分別のある; 慎重な, 用心深い, 思慮深い",谨慎的，明智的；有分寸的,"분별 있고 사려 깊은, 신중한",B,7.0,2.0,5.67,6.33
pruvi,"{Ｂ}［他］証明する, 立証する; 証拠となる, 証拠立てる",证明，证实，表明，说明,"증명하다, 입증하다; 증거가 되다",C,8.0,3.0,8.79,8.4
psikologio,{Ｂ}心理学,心理学,심리학,C,9.0,3.0,8.79,8.9
publiko,"{Ｂ}公衆, 世間の人々; 観衆, 観客, 聴衆",公众，社会大众；观众，听众，读者,"공중, 일반 대중; 관중, 관객, 청중",A,6.0,1.0,2.54,4.27
pugno,"{Ｂ}こぶし（拳）, げんこつ（拳骨）",拳，拳头,주먹,C,7.0,3.0,8.79,7.9
pulmo,{Ｂ}【解】肺,肺,"폐, 허파",C,8.0,3.0,8.79,8.4
pulvo,{Ｂ}火薬,火药，炸药,화약,C,8.0,3.0,8.79,8.4
pulvoro,"{Ｂ}粉, 粉末, 微粒",粉，粉末,"가루, 분말",C,8.0,3.0,8.79,8.4
pumpi,"{Ｂ}［他］（ポンプで）吸い上げる, くみ上げる; （ポンプで）送り込む, 入れる",用泵抽，泵唧；泵送,펌프로 퍼올리거나 밀어 넣다,C,8.0,3.0,8.79,8.4
puni,"{Ｂ}［他］罰する, 処罰する",惩罚，处罚；制裁,처벌하다,B,6.0,2.0,5.67,5.83
punkto,"{Ｂ}点; 地点; 句点; 要点; 【数】点; 【印】（活字の）ポイント; 【情】ピリオド, ドット（．）",点；地点；句点；要点；（数）点；（印）磅值；（计）点号（.）,"점, 지점; 마침표; 요점; (수학) 점; (인쇄) 포인트; (정보) 점(.)",A,3.0,1.0,2.54,2.77
pupo,"{Ｂ}人形; 指人形, =〜; 【虫】さなぎ（蛹）; 《転》（軽蔑的に）お人形, >>marioneto",人偶，木偶；（虫）蛹；（转）傀儡,"인형, 꼭두각시; (곤충) 번데기; (비유) 인형 같은 사람",C,8.0,3.0,8.79,8.4
pura,"{Ｂ}混じりけのない, 純粋な, 澄んだ; 清らかな, 清潔な, きれいな; 純真な, 純潔な; 【宗】清められた, 清浄な",纯净的，纯粹的；干净的；（道德）纯洁的；（宗）洁净的,"순수한, 깨끗한; (도덕적으로) 순결한; (종교) 정결한",A,3.0,1.0,2.54,2.77
puto,{Ｂ}井戸,井,우물,C,7.0,3.0,8.79,7.9
putri,"{Ｂ}［自］腐敗する, 腐る; 《転》退廃する",腐烂，腐败，腐朽；腐化，堕落,"썩다, 부패하다; 타락하다",C,8.0,3.0,8.79,8.4
puŝi,"{Ｂ}［他］押す, 突く, 押しやる; （状態・行為に）押しやる, 仕向ける",推，推动；迫使，驱使,손이나 몸으로 밀어 움직이게 하다; (비유) 어떤 상태·행동으로 몰아가다,A,5.0,1.0,2.54,3.77
rabato,"{Ｂ}【商】割引, 値引",减价，折扣,"할인, 값깎기",B,9.0,2.0,5.67,7.33
rabi,"{Ｂ}［他］奪う, 奪い取る, 強奪する, （強制的に）取り上げる",抢，抢劫，掠夺；使失去,폭력이나 협박으로 남의 것을 빼앗다; (비유) 소중한 것을 빼앗다,B,8.0,2.0,5.67,6.83
radiko,{Ｂ}根（ね）; 根元（ねもと）; 《転》根本; 【Ｇ】語根; 【数】根（こん）,根，根本；词根；（数）根、方根,"뿌리, 뿌리 부분; (비유) 근원, 근본; (언어) 어근; (수학) 근",B,7.0,2.0,5.67,6.33
radio,"{Ｂ}光線; 【理】（熱線・Ｘ線などの）線, 放射線; 放射状のもの; 【数】半径; 【機】スポーク; 《転》光明, 輝き / ラジオ放送; ラジオ放送局; =>ラジオ受信機",光线，射线，放射线；放射状物；（数）半径；（机）辐条；（转）光明，光辉；（通）无线电广播，广播电台；收音机,"광선, 방사선; 방사형의 것; (수학) 반지름; (기계) 바퀴살; (비유) 광명, 빛; 라디오 방송, 방송국, 수신기",B,5.0,2.0,5.67,5.33
rado,"{Ｂ}【機】車輪, 歯車; 車輪形のもの",轮子，车轮；齿轮；轮状物,"바퀴, 차륜, 톱니바퀴; 바퀴 모양의 것",B,6.0,2.0,5.67,5.83
rafano,"{Ｂ}【植】ダイコン属; 栽培ダイコン類（ラディッシュ, ダイコンなど）",萝卜，萝卜属植物,무; (식물) 무속 식물,C,9.0,3.0,8.79,8.9
rajdi,{Ｂ}［自］（馬などに）乗って行く,骑，乘骑,"(말 등 탈것에) 타다, 올라타다",B,7.0,2.0,5.67,6.33
rajto,"{Ｂ}権利, 権限, 利権",权利，权限，权益,"권리, 권한, 권익",A,3.0,1.0,2.54,2.77
rakonti,"{Ｂ}［他］物語る, 語る, 話をする",讲，叙述,"이야기하다, 말하다",A,3.0,1.0,2.54,2.77
rampi,"{Ｂ}［自］這う, 這って進む, 匍匐（ほふく）する; のろのろ進む; 《転》はいつくばる",爬，蠕动，爬行，匍匐而行；缓慢前进；（转）卑躬屈膝,"기어가다, 포복하다; 느릿느릿 나아가다; (비유) 비굴하게 굽실거리다",C,8.0,3.0,8.79,8.4
rando,"{Ｂ}縁（ふち）, へり, 端; 周辺, 境, はずれ",边，边缘,"가장자리, 변두리",C,6.0,3.0,8.79,7.4
rango,"{Ｂ}位, 身分, 等級, 序列, （軍隊の）階級; 地位, 順位, 重要度",等级，级别，官阶；地位，名次，重要程度,"지위, 등급, 서열; (군대) 계급",C,8.0,3.0,8.79,8.4
rano,{Ｂ}【動】トノサマガエル（殿様蛙）（属）; 《般》カエル（蛙）（総称）,蛙，青蛙（总称）,개구리,C,9.0,3.0,8.79,8.9
rapida,"{Ｂ}速い, 足の速い; すばやい, 即座の",快，迅速，敏捷,"빠른, 재빠른",A,2.0,1.0,2.54,2.27
raporti,"{Ｂ}［他］報告する, 伝える; 報道する; 答申する",报告，汇报；转告；报道；（向上级）呈报,"보고하다, 알리다; 보도하다; 상부에 보고하다",B,8.0,2.0,5.67,6.83
rato,"{Ｂ}【動】クマネズミ（熊鼠）（属）, ドブネズミ（溝鼠）; 《般》（比較的大型の）ネズミ, >>〜",大鼠，老鼠（较大的）,"쥐, 특히 집이나 하수구에 사는 큰 쥐",C,8.0,3.0,8.79,8.4
ravi,"{Ｂ}［他］うっとりさせる, 心を奪う, 有頂天にさせる",使陶醉，使狂喜,"매혹시키다, 황홀하게 하다",C,8.0,3.0,8.79,8.4
razi,{Ｂ}［他］～の毛をそる,剃，刮,털을 깎다,C,7.0,3.0,8.79,7.9
re-,"{Ｂ}［接頭辞］（再び・元へを示す）, >>〜vidi, >>〜foje, >>〜doni, >>〜brili",[前缀] 表示再、重新；回到原状,"다시 함, 되돌아감을 나타내는 접두사",A,1.0,1.0,2.54,1.77
reala,"{Ｂ}現実の, 実在の; 本当の, 本物の; 【数】実数の",真实，真，真正；现实，实际；（数）实数的,"현실의, 실제의, 진짜의; (수학) 실수의",C,9.0,3.0,8.79,8.9
recenzi,"{Ｂ}［他］（新刊書・演劇などを）批評する, 論評する",写评论，评介书籍或演出,책·공연 등을 비평하다,C,9.0,3.0,8.79,8.9
recepto,{Ｂ}【料】レシピ; 【医】処方箋,配方，食谱；处方，药方,요리법; (의학) 처방전,C,8.0,3.0,8.79,8.4
reciproka,"{Ｂ}相互の, お互いの; 互恵的な",相互，彼此，交互,"서로 주고받는, 상호의",B,8.0,2.0,5.67,6.83
redakti,"{Ｂ}［他］（記事・文書を）書く, まとめる; （新聞・雑誌を）編集する",草拟，拟订，编写，撰写；编辑，校订,문서나 기사를 작성하고 정리하다; 신문·잡지를 편집하다,B,9.0,2.0,5.67,7.33
redukti,"{Ｂ}［他］削減する, 縮小する, 縮写する; （人を悪い状態に）追いやる; 【写】減力する; 【化】還元する; 【医】整復する",减少，减小，缩小，降低；使陷入（某状态）；（摄影）减薄；（化）还原；（医）复位,"줄이다, 축소하다, 축약하다; (사람을 나쁜 상태로) 몰아넣다; (사진) 감력하다; (화학) 환원하다; (의학) 정복하다",C,9.0,3.0,8.79,8.9
regali,"{Ｂ}［他］ごちそうする, もてなす, 歓待する; 《転》（皮肉で）もてなす, くらわす",款待，招待；奉上好东西；（反语）让…吃苦头,"대접하다, 한턱내다, 환대하다; (비꼬아) 한바탕 먹이다",C,8.0,3.0,8.79,8.4
regi,"{Ｂ}［他］統治する, 支配する; 統御する, 制御する, 抑制する; ［自］満ちる, はばをきかす",统治，支配；统御，控制，抑制；（自）盛行，占优势,"통치하다, 지배하다; 통제·억제하다; (자동사) 만연하다, 기승을 부리다",A,3.0,1.0,2.54,2.77
regiono,"{Ｂ}（地理的な）地方, 地域; 【解】（身体の）部位; 《転》領域, 範囲, 分野",地区，区域；（解）部位；（转）领域,"지역, 지방; (해부) 부위; (비유) 영역, 범위, 분야",B,5.0,2.0,5.67,5.33
